x	y	cut_x	y_label_idx
快点儿启动大门智能锁	HomeAppliance-Control	快点儿 启动 大门 智能 锁	4
这乌烟瘴气的，能不能帮我打开排气扇	HomeAppliance-Control	这 乌烟瘴气 的 ， 能 不能 帮 我 打开 排气扇	4
空调风减5	HomeAppliance-Control	空调 风减 5	4
预约下洗衣机明天九点开始洗衣吧	HomeAppliance-Control	预约 下 洗衣机 明天 九点 开始 洗衣 吧	4
现在想看电视，帮我把电视机开开。	HomeAppliance-Control	现在 想 看电视 ， 帮 我 把 电视机 开开 。	4
帮我把空调关上	HomeAppliance-Control	帮 我 把 空调 关上	4
现在将洗衣机设置为标准洗吧	HomeAppliance-Control	现在 将 洗衣机 设置 为 标准 洗 吧	4
查查冰箱冷藏室的温度是多少	HomeAppliance-Control	查查 冰箱 冷藏室 的 温度 是 多少	4
给我空调暖风改到26吧太冷了	HomeAppliance-Control	给 我 空调 暖风 改到 26 吧 太冷 了	4
现在把空气净化器调到自动模式	HomeAppliance-Control	现在 把 空气 净化器 调 到 自动 模式	4
开启扫地机器人自动扫地模式	HomeAppliance-Control	开启 扫地 机器人 自动 扫地 模式	4
把风扇打开一下行吧	HomeAppliance-Control	把 风扇 打开 一下 行 吧	4
浴室好冷啊，帮我把浴霸调成强暖模式吧	HomeAppliance-Control	浴室 好 冷 啊 ， 帮 我 把 浴霸 调成 强 暖 模式 吧	4
开启天然气警报器	HomeAppliance-Control	开启 天然气 警报器	4
给我把空气加湿器关了。	HomeAppliance-Control	给 我 把 空气 加湿器 关 了 。	4
我准备休息，关上窗帘好么	HomeAppliance-Control	我 准备 休息 ， 关上 窗帘 好 么	4
暖气调高点改到最高	HomeAppliance-Control	暖气 调 高点 改 到 最高	4
帮我把电视节目调到娱乐模式	HomeAppliance-Control	帮 我 把 电视节目 调 到 娱乐 模式	4
热水器可不可以帮我打开	HomeAppliance-Control	热水器 可不可以 帮 我 打开	4
帮我把蒸烤箱切换到低温热风模式，我要风干牛肉	HomeAppliance-Control	帮 我 把 蒸 烤箱 切换 到 低温 热风 模式 ， 我要 风干 牛肉	4
快把电脑关掉	HomeAppliance-Control	快 把 电脑 关掉	4
帮我把蒸烤箱切换到抽水自动提醒功能吧	HomeAppliance-Control	帮 我 把 蒸 烤箱 切换 到 抽水 自动 提醒 功能 吧	4
不想吹风扇了，帮我关掉吧	HomeAppliance-Control	不想 吹 风扇 了 ， 帮 我 关掉 吧	4
这时候帮我把空调模式改为送风吧	HomeAppliance-Control	这时候 帮 我 把 空调 模式 改为 送风 吧	4
需要智能浴缸接上热水，我要泡个澡	HomeAppliance-Control	需要 智能 浴缸 接上 热水 ， 我要 泡个 澡	4
能不能调小健身房的空调	HomeAppliance-Control	能 不能 调小 健身房 的 空调	4
我需要你立刻打开门窗传感器	HomeAppliance-Control	我 需要 你 立刻 打开 门窗 传感器	4
让洗衣机进入节能模式呢	HomeAppliance-Control	让 洗衣机 进入 节能 模式 呢	4
开启冰箱节能模式	HomeAppliance-Control	开启 冰箱 节能 模式	4
把电视的音量调高一下	HomeAppliance-Control	把 电视 的 音量 调 高 一下	4
空调风小3格子	HomeAppliance-Control	空调 风小 3 格子	4
我要用洗衣机洗衣服，帮我把电源插上。	HomeAppliance-Control	我要 用 洗衣机 洗衣服 ， 帮 我 把 电源 插上 。	4
放大空调风速到5	HomeAppliance-Control	放大 空调 风速 到 5	4
可不可以把蒸烤箱调节为披萨模式	HomeAppliance-Control	可不可以 把 蒸 烤箱 调节 为 披萨 模式	4
空调风调至50	HomeAppliance-Control	空调 风调 至 50	4
把洗衣机调成消毒洗模式好吗	HomeAppliance-Control	把 洗衣机 调 成 消毒 洗 模式 好 吗	4
我把碗筷放进去了，帮我打开洗碗机开启工作模式吧	HomeAppliance-Control	我 把 碗筷 放进去 了 ， 帮 我 打开 洗碗机 开启 工作 模式 吧	4
可以告诉我现在室内湿度多少吗	HomeAppliance-Control	可以 告诉 我 现在 室内 湿度 多少 吗	4
给我把微波炉的温度调高一点	HomeAppliance-Control	给 我 把 微波炉 的 温度 调 高 一点	4
我要起床，帮我打开床头灯吧	HomeAppliance-Control	我要 起床 ， 帮 我 打开 床头灯 吧	4
给我语音播报智能窗帘的开关状态	HomeAppliance-Control	给 我 语音 播报 智能 窗帘 的 开关 状态	4
三个小时后电视关机	HomeAppliance-Control	三个 小时 后 电视 关机	4
空调温度升高到30度	HomeAppliance-Control	空调 温度 升高 到 30 度	4
帮我把蒸烤箱切换到解冻模式吧	HomeAppliance-Control	帮 我 把 蒸 烤箱 切换 到 解冻 模式 吧	4
是不是可以让风扇风量加强嘛	HomeAppliance-Control	是不是 可以 让 风扇 风量 加强 嘛	4
让冰箱开启食材过期提醒功能吧	HomeAppliance-Control	让 冰箱 开启 食材 过期 提醒 功能 吧	4
打开车库自动门	HomeAppliance-Control	打开 车库 自动门	4
给我麻溜打开人体传感器	HomeAppliance-Control	给 我 麻溜 打开 人体 传感器	4
天太热了，可不可以将热水器的温度降到35度	HomeAppliance-Control	天太热 了 ， 可不可以 将 热水器 的 温度 降到 35 度	4
现在将所有的灯关掉好吗	HomeAppliance-Control	现在 将 所有 的 灯 关掉 好 吗	4
给我打开门窗传感器	HomeAppliance-Control	给 我 打开 门窗 传感器	4
帮我打开热水器，我想洗澡。	HomeAppliance-Control	帮 我 打开 热水器 ， 我 想 洗澡 。	4
空调温度调到恒温模式好吗	HomeAppliance-Control	空调 温度 调 到 恒温 模式 好 吗	4
现在把客厅的色温调成中性光吧	HomeAppliance-Control	现在 把 客厅 的 色温 调 成 中性 光 吧	4
把空调调为变频模式吧	HomeAppliance-Control	把 空调 调 为 变频 模式 吧	4
我想使用吹风机，帮我开一下	HomeAppliance-Control	我 想 使用 吹风机 ， 帮 我 开 一下	4
调高到百分之50空调温度	HomeAppliance-Control	调高到 百分之 50 空调 温度	4
那么帮我把灯打开吧	HomeAppliance-Control	那么 帮 我 把 灯 打开 吧	4
将二楼主卧的小台灯关掉吧	HomeAppliance-Control	将 二楼 主卧 的 小 台灯 关掉 吧	4
太暗了，可以把浴霸的照明灯打开吗	HomeAppliance-Control	太暗 了 ， 可以 把 浴霸 的 照明灯 打开 吗	4
空调风速这么大啊降低点	HomeAppliance-Control	空调 风速 这么 大 啊 降低 点	4
电饼铛的火力调到最大。	HomeAppliance-Control	电 饼铛 的 火力 调 到 最大 。	4
我要给宝宝洗衣服，帮我切换到洗衣机的除螨洗吧	HomeAppliance-Control	我要 给 宝宝 洗衣服 ， 帮 我 切换 到 洗衣机 的 除 螨 洗 吧	4
给玩具室杀毒打开杀毒系统	HomeAppliance-Control	给 玩具 室 杀毒 打开 杀毒 系统	4
这时候帮我把电视关机吧	HomeAppliance-Control	这时候 帮 我 把 电视 关机 吧	4
我要把风扇设置为摇头模式。	HomeAppliance-Control	我要 把 风扇 设置 为 摇头 模式 。	4
马上进浴室，帮我把浴霸切换到制热功能	HomeAppliance-Control	马上 进 浴室 ， 帮 我 把 浴霸 切换 到 制热 功能	4
客厅空调帮我打开行吧	HomeAppliance-Control	客厅 空调 帮 我 打开 行 吧	4
调至空调最大风速好吧	HomeAppliance-Control	调 至 空调 最大 风速 好 吧	4
我需要放些水果，帮我把冰箱变温抽屉开到果蔬档	HomeAppliance-Control	我 需要 放些 水果 ， 帮 我 把 冰箱 变温 抽屉 开 到 果蔬 档	4
我想把电热毯的温度调高一点。	HomeAppliance-Control	我 想 把 电热毯 的 温度 调 高 一点 。	4
关闭所有的车库门	HomeAppliance-Control	关闭 所有 的 车库 门	4
把家里的冰箱关掉。	HomeAppliance-Control	把 家里 的 冰箱 关掉 。	4
太吵了，帮我关掉音响	HomeAppliance-Control	太吵 了 ， 帮 我 关掉 音响	4
浴霸吹风功能用一下	HomeAppliance-Control	浴霸 吹风 功能 用 一下	4
将空调切换到省电模式吧	HomeAppliance-Control	将 空调 切换 到 省 电 模式 吧	4
今天想吃柴火饭，电饭煲切换到柴火饭模式吧	HomeAppliance-Control	今天 想 吃 柴火 饭 ， 电饭煲 切换 到 柴火 饭 模式 吧	4
现在帮我开启冰箱的智能模式	HomeAppliance-Control	现在 帮 我 开启 冰箱 的 智能 模式	4
我就要把冰箱调到零下五度	HomeAppliance-Control	我 就要 把 冰箱 调 到 零下 五度	4
空调调为睡眠模式吧	HomeAppliance-Control	空调 调 为 睡眠 模式 吧	4
麻烦开开空调，太热了	HomeAppliance-Control	麻烦 开开 空调 ， 太热 了	4
哎呀温度再调低一点空调的	HomeAppliance-Control	哎呀 温度 再 调低 一点 空调 的	4
空调风速降低百分之50呀	HomeAppliance-Control	空调 风速 降低 百分之 50 呀	4
空调不制冷了，帮我关掉。	HomeAppliance-Control	空调 不 制冷 了 ， 帮 我 关掉 。	4
现在帮我把智能饮水机开开	HomeAppliance-Control	现在 帮 我 把 智能 饮水机 开开	4
把我房间的灯的色温调为中性色吧	HomeAppliance-Control	把 我 房间 的 灯 的 色温 调 为 中性 色 吧	4
空调风速调小些再调小些	HomeAppliance-Control	空调 风速 调小些 再 调小些	4
帮我看下冰箱里的鸡蛋存放了多少天了	HomeAppliance-Control	帮 我 看 下 冰箱 里 的 鸡蛋 存放 了 多少 天 了	4
关闭所有的音响。	HomeAppliance-Control	关闭 所有 的 音响 。	4
地暖能否帮我开开	HomeAppliance-Control	地暖 能否 帮 我 开开	4
请帮我空调暖风改到26吧太低了温度	HomeAppliance-Control	请 帮 我 空调 暖风 改到 26 吧 太 低 了 温度	4
我要烤土豆片吃，蒸烤机切换到双模烧烤吧	HomeAppliance-Control	我要 烤 土豆片 吃 ， 蒸 烤机 切换 到 双模 烧烤 吧	4
能不能把空调调成制暖模式	HomeAppliance-Control	能 不能 把 空调 调成 制暖 模式	4
把洗衣机调成单烘干模式吧	HomeAppliance-Control	把 洗衣机 调成单 烘干 模式 吧	4
这时候把台灯关了好吗	HomeAppliance-Control	这时候 把 台灯 关了 好 吗	4
水浸传感器给我关闭呀	HomeAppliance-Control	水浸 传感器 给 我 关闭 呀	4
可以把热水壶打开吗？	HomeAppliance-Control	可以 把 热 水壶 打开 吗 ？	4
空调风还是小一点太高了	HomeAppliance-Control	空调 风 还是 小 一点 太高 了	4
关了空气净化器好吧	HomeAppliance-Control	关 了 空气 净化器 好 吧	4
你现在可以帮我打开电视吗	HomeAppliance-Control	你 现在 可以 帮 我 打开 电视 吗	4
给空调定时两小时后关闭吧	HomeAppliance-Control	给 空调 定时 两 小时 后 关闭 吧	4
帮我把冰箱冷藏室温度设定5℃	HomeAppliance-Control	帮 我 把 冰箱 冷藏室 温度 设定 5 ℃	4
将空调开启制冷模式吧	HomeAppliance-Control	将 空调 开启 制冷 模式 吧	4
给我把暖气的进水阀关上	HomeAppliance-Control	给 我 把 暖气 的 进 水阀 关上	4
帮我把热水器打开	HomeAppliance-Control	帮 我 把 热水器 打开	4
可以把二楼的灯全关掉嘛	HomeAppliance-Control	可以 把 二楼 的 灯全 关掉 嘛	4
空气净化器设为强风模式可不可以呢	HomeAppliance-Control	空气 净化器 设 为 强风 模式 可不可以 呢	4
调大百分之5风速我是说空调	HomeAppliance-Control	调大 百分之 5 风速 我 是 说 空调	4
再把空调风速调大一半	HomeAppliance-Control	再 把 空调 风速 调大 一半	4
给我温度往小了调空调的	HomeAppliance-Control	给 我 温度 往 小 了 调 空调 的	4
请帮我把暖风温度再往高调一格	HomeAppliance-Control	请 帮 我 把 暖风 温度 再 往 高调 一 格	4
请帮我空调改成30吧太低了温度	HomeAppliance-Control	请 帮 我 空调 改成 30 吧 太 低 了 温度	4
把电风扇的风速调低一些，有点冷	HomeAppliance-Control	把 电风扇 的 风速 调低 一些 ， 有点 冷	4
帮我把蒸烤箱切换到纯蒸模式吧	HomeAppliance-Control	帮 我 把 蒸 烤箱 切换 到 纯蒸 模式 吧	4
把厨房灯的色温调成白光吧	HomeAppliance-Control	把 厨房 灯 的 色温 调 成 白光 吧	4
冰箱冷藏调到八度	HomeAppliance-Control	冰箱 冷藏 调 到 八度	4
太吵啦空调风速需要小一点	HomeAppliance-Control	太吵 啦 空调 风速 需要 小 一点	4
给我开一下车库门	HomeAppliance-Control	给 我 开 一下 车库 门	4
我要放些三文鱼，帮我让变温抽屉开到冰鲜档	HomeAppliance-Control	我要 放些 三文鱼 ， 帮 我 让 变温 抽屉 开到 冰鲜档	4
我想让衣服快点干，把洗衣机调成单烘干模式吧	HomeAppliance-Control	我 想 让 衣服 快点 干 ， 把 洗衣机 调成单 烘干 模式 吧	4
关闭客厅防盗门指纹锁	HomeAppliance-Control	关闭 客厅 防盗门 指纹锁	4
帮我把空调打开可以不可以	HomeAppliance-Control	帮 我 把 空调 打开 可以 不 可以	4
十分钟后把微波炉的饭菜热一下吧	HomeAppliance-Control	十分钟 后 把 微波炉 的 饭菜 热 一下 吧	4
那个把空调调低10度	HomeAppliance-Control	那个 把 空调 调低 10 度	4
想喝果汁，帮我把冰箱变温抽屉设为冰镇模式行吗	HomeAppliance-Control	想 喝 果汁 ， 帮 我 把 冰箱 变温 抽屉 设 为 冰镇 模式 行 吗	4
我是说要空调风速达到最高	HomeAppliance-Control	我 是 说 要 空调 风速 达到 最高	4
将我的空调温度调高百分之10	HomeAppliance-Control	将 我 的 空调 温度 调 高 百分之 10	4
现在室内湿度够了，帮我将加湿器降到2档吧	HomeAppliance-Control	现在 室内 湿度 够 了 ， 帮 我 将 加湿器 降到 2 档 吧	4
我好热，帮我开一下空调	HomeAppliance-Control	我 好 热 ， 帮 我 开 一下 空调	4
这时候把客厅的灯来个温馨模式看看吧	HomeAppliance-Control	这时候 把 客厅 的 灯来 个 温馨 模式 看看 吧	4
告诉我下室内PM2.5是多少哈	HomeAppliance-Control	告诉 我下 室内 PM2.5 是 多少 哈	4
将冰箱开启节能模式行嘛	HomeAppliance-Control	将 冰箱 开启 节能 模式 行嘛	4
天气冷时空调自动调高温度到三十度	HomeAppliance-Control	天气 冷时 空调 自动 调 高 温度 到 三十度	4
床单放进去了，洗衣机切换到漂洗模式	HomeAppliance-Control	床单 放进去 了 ， 洗衣机 切换 到 漂洗 模式	4
等下把冰箱设置为保鲜模式吧	HomeAppliance-Control	等 下 把 冰箱 设置 为 保鲜 模式 吧	4
能把空调风速调至最大吧	HomeAppliance-Control	能 把 空调 风速 调 至 最大 吧	4
现在帮我打开摄像机	HomeAppliance-Control	现在 帮 我 打开 摄像机	4
帮我把冰箱调为恒温可以吗	HomeAppliance-Control	帮 我 把 冰箱 调 为 恒温 可以 吗	4
现在可以把空调调低点	HomeAppliance-Control	现在 可以 把 空调 调低 点	4
帮我把台灯的亮度调亮些可以吗	HomeAppliance-Control	帮 我 把 台灯 的 亮度 调亮些 可以 吗	4
我想马上就开开空调	HomeAppliance-Control	我 想 马上 就 开开 空调	4
帮忙关闭烟雾警报器啊	HomeAppliance-Control	帮忙 关闭 烟雾 警报器 啊	4
打开投影仪	HomeAppliance-Control	打开 投影仪	4
就是打开所有窗户	HomeAppliance-Control	就是 打开 所有 窗户	4
你看一下空调现在是不是处于制冷模式	HomeAppliance-Control	你 看 一下 空调 现在 是不是 处于 制冷 模式	4
可以让电饭煲调为米饭香甜煮不	HomeAppliance-Control	可以 让 电饭煲 调 为 米饭 香甜 煮 不	4
现在帮我打开一下热水器吧	HomeAppliance-Control	现在 帮 我 打开 一下 热水器 吧	4
开启试衣间灯光	HomeAppliance-Control	开启 试衣间 灯光	4
准备出门，帮我关掉空调吧	HomeAppliance-Control	准备 出门 ， 帮 我 关掉 空调 吧	4
宝宝睡了，帮我把电视声音开小点吧	HomeAppliance-Control	宝宝 睡 了 ， 帮 我 把 电视 声音 开 小点 吧	4
空调冷气的风速放最大	HomeAppliance-Control	空调 冷气 的 风速 放 最大	4
提前帮我把浴室的浴霸打开吧	HomeAppliance-Control	提前 帮 我 把 浴室 的 浴霸 打开 吧	4
电风扇风速怎么低了，帮我开大一点。	HomeAppliance-Control	电风扇 风速 怎么 低 了 ， 帮 我 开大 一点 。	4
帮我切换到浴霸制热模式	HomeAppliance-Control	帮 我 切换 到 浴霸 制热 模式	4
把电视声音调大一些	HomeAppliance-Control	把 电视 声音 调大 一些	4
太小了空调风速调至最高	HomeAppliance-Control	太小 了 空调 风速 调 至 最高	4
快给我打开自动报警系统啊	HomeAppliance-Control	快给我 打开 自动 报警 系统 啊	4
把风扇调到三档可以吗	HomeAppliance-Control	把 风扇 调 到 三档 可以 吗	4
帮我看看洗衣机里的衣服还要多久洗好	HomeAppliance-Control	帮 我 看看 洗衣机 里 的 衣服 还要 多久 洗 好	4
调小到百分之10我说的空调风速	HomeAppliance-Control	调小到 百分之 10 我 说 的 空调 风速	4
给我开开空气净化机。	HomeAppliance-Control	给 我 开开 空气净化 机 。	4
明早六点打开电饭煲	HomeAppliance-Control	明早 六点 打开 电饭煲	4
电烧水壶可以工作了	HomeAppliance-Control	电烧 水壶 可以 工作 了	4
空气净化器现在打开吧，房间好久没有通风了	HomeAppliance-Control	空气 净化器 现在 打开 吧 ， 房间 好久 没有 通风 了	4
有点冷啊让浴霸切换成暖风模式	HomeAppliance-Control	有点 冷 啊 让 浴霸 切换 成 暖风 模式	4
地板打蜡机帮我打开。	HomeAppliance-Control	地板 打蜡机 帮 我 打开 。	4
这时候把风扇调成直吹风好不好呀	HomeAppliance-Control	这时候 把 风扇 调成 直 吹风 好不好 呀	4
空调风速太大，调低一点儿	HomeAppliance-Control	空调 风速 太 大 ， 调低 一点儿	4
锁上主卧的智能门锁。	HomeAppliance-Control	锁上 主卧 的 智能 门锁 。	4
空调的通风模式打开了吗	HomeAppliance-Control	空调 的 通风 模式 打开 了 吗	4
现在有点发热了，帮我把取暖器降一度吧	HomeAppliance-Control	现在 有点 发热 了 ， 帮 我 把 取暖器 降 一度 吧	4
空调调高个5度	HomeAppliance-Control	空调 调高个 5 度	4
冰箱冷藏室温度设置成5度吧	HomeAppliance-Control	冰箱 冷藏室 温度 设置 成 5 度 吧	4
能不能把窗帘打开，这阳光需要进来	HomeAppliance-Control	能 不能 把 窗帘 打开 ， 这 阳光 需要 进来	4
放小一点空调风速吧	HomeAppliance-Control	放小 一点 空调 风速 吧	4
关掉按摩椅。	HomeAppliance-Control	关掉 按摩椅 。	4
请你帮我把空调温度再往低调3度	HomeAppliance-Control	请 你 帮 我 把 空调 温度 再 往 低调 3 度	4
麻烦帮我打开电视机。	HomeAppliance-Control	麻烦 帮 我 打开 电视机 。	4
关闭车库自动门	HomeAppliance-Control	关闭 车库 自动门	4
风速调成7哈	HomeAppliance-Control	风速 调成 7 哈	4
所有碗已经洗完了，把洗碗机关上。	HomeAppliance-Control	所有 碗 已经 洗完 了 ， 把 洗碗机 关上 。	4
告诉我下冰箱过期食物可以不可以呢	HomeAppliance-Control	告诉 我下 冰箱 过期 食物 可以 不 可以 呢	4
这个烤肉有点没熟，得调高电烤箱的温度。	HomeAppliance-Control	这个 烤肉 有点 没熟 ， 得 调高 电烤箱 的 温度 。	4
唉你给我把温度调低就这屋空调的	HomeAppliance-Control	唉 你 给 我 把 温度 调低 就 这屋 空调 的	4
我想试试蒸烤箱的纯蒸模式行不行呢	HomeAppliance-Control	我 想 试试 蒸 烤箱 的 纯蒸 模式 行不行 呢	4
冰箱的保鲜模式是否开启	HomeAppliance-Control	冰箱 的 保鲜 模式 是否 开启	4
我确定我就要打开电脑	HomeAppliance-Control	我 确定 我 就要 打开 电脑	4
把空气净化器打开	HomeAppliance-Control	把 空气 净化器 打开	4
想午睡会儿，帮我把空调切换到睡眠模式吧	HomeAppliance-Control	想 午睡 会儿 ， 帮 我 把 空调 切换 到 睡眠 模式 吧	4
帮我把收音机打开听下广播吧	HomeAppliance-Control	帮 我 把 收音机 打开 听下 广播 吧	4
可不可以帮我把空调温度调到20度呀	HomeAppliance-Control	可不可以 帮 我 把 空调 温度 调到 20 度 呀	4
准备给孩子做蛋糕，帮我切换到烘焙模式行吗	HomeAppliance-Control	准备 给 孩子 做 蛋糕 ， 帮 我 切换 到 烘焙 模式 行 吗	4
可不可以让洗衣机切换到漂洗功能呢	HomeAppliance-Control	可不可以 让 洗衣机 切换 到 漂洗 功能 呢	4
晚上睡觉记得把电视关了。	HomeAppliance-Control	晚上 睡觉 记得 把 电视 关 了 。	4
人体传感器打开	HomeAppliance-Control	人体 传感器 打开	4
能把空调设为最大空调风速不	HomeAppliance-Control	能 把 空调 设 为 最大 空调 风速 不	4
帮我把电风扇的风速调到二挡	HomeAppliance-Control	帮 我 把 电风扇 的 风速 调到 二挡	4
客厅的灯太亮了，降低下亮度吧	HomeAppliance-Control	客厅 的 灯太亮 了 ， 降低 下 亮度 吧	4
暖风再调低2度热死了	HomeAppliance-Control	暖风 再 调低 2 度热死 了	4
空气静化器调到自动模式行不行呢	HomeAppliance-Control	空气 静 化器 调 到 自动 模式 行不行 呢	4
把浴霸切换到吹风功能可以不可以	HomeAppliance-Control	把 浴霸 切换 到 吹风 功能 可以 不 可以	4
调高南边的空调	HomeAppliance-Control	调 高 南边 的 空调	4
打开一下烤箱吧，准备烤鸡翅啦	HomeAppliance-Control	打开 一下 烤箱 吧 ， 准备 烤鸡 翅 啦	4
给我开一下卧室的空调	HomeAppliance-Control	给 我 开 一下 卧室 的 空调	4
我需要你把健身房的空调开到20度	HomeAppliance-Control	我 需要 你 把 健身房 的 空调 开到 20 度	4
能不能让冰箱冷藏室温度调到4度呢	HomeAppliance-Control	能 不能 让 冰箱 冷藏室 温度 调到 4 度 呢	4
这电扇风速太大了，快调低点儿	HomeAppliance-Control	这 电扇 风速 太大 了 ， 快 调低 点儿	4
调高空调听到没有	HomeAppliance-Control	调 高 空调 听到 没有	4
把空气净化器调成弱风好吗	HomeAppliance-Control	把 空气 净化器 调成弱 风好 吗	4
拔掉饮水机的电源。	HomeAppliance-Control	拔掉 饮水机 的 电源 。	4
我需要关了电脑	HomeAppliance-Control	我 需要 关 了 电脑	4
让电扇摇头可以不可以嘛	HomeAppliance-Control	让 电扇 摇头 可以 不 可以 嘛	4
这个屋空调的风速调至最强	HomeAppliance-Control	这个 屋 空调 的 风速 调 至 最强	4
今天太热了，快帮我打开空调并且调到18度	HomeAppliance-Control	今天 太热 了 ， 快 帮 我 打开 空调 并且 调到 18 度	4
一个半小时后帮我关掉热水器	HomeAppliance-Control	一个半 小时 后 帮 我 关掉 热水器	4
打开一下空气清洁器，空气不好	HomeAppliance-Control	打开 一下 空气 清洁器 ， 空气 不好	4
记得帮忙关掉电脑	HomeAppliance-Control	记得 帮忙 关掉 电脑	4
加湿器设置成六十五度就行	HomeAppliance-Control	加湿器 设置 成 六十五 度 就 行	4
把台灯的亮度调到40%就行	HomeAppliance-Control	把 台灯 的 亮度 调到 40% 就行	4
帮我把微波炉切换到解冻模式吧	HomeAppliance-Control	帮 我 把 微波炉 切换 到 解冻 模式 吧	4
地上灰尘有点多，帮我把吸尘器打开吧	HomeAppliance-Control	地上 灰尘 有点 多 ， 帮 我 把 吸尘器 打开 吧	4
请给我把暖风调低点啦	HomeAppliance-Control	请 给 我 把 暖风 调低 点 啦	4
空调调成最大风速	HomeAppliance-Control	空调 调 成 最大 风速	4
关闭洗碗机	HomeAppliance-Control	关闭 洗碗机	4
这空调风速调大啊	HomeAppliance-Control	这 空调 风速 调大 啊	4
有点热，帮我把风扇风力调大些	HomeAppliance-Control	有点 热 ， 帮 我 把 风扇 风力 调大些	4
风扇定时一小时后关机	HomeAppliance-Control	风扇 定时 一 小时 后 关机	4
开启全部灯的夜间模式	HomeAppliance-Control	开启 全部 灯 的 夜间 模式	4
影音厅播放唐3	HomeAppliance-Control	影音 厅 播放 唐 3	4
现在让风扇停止摇头好吗	HomeAppliance-Control	现在 让 风扇 停止 摇头 好 吗	4
帮我关掉家里所有灯吧	HomeAppliance-Control	帮 我 关掉 家里 所有 灯 吧	4
有点冷了空调设置成制热吧	HomeAppliance-Control	有点 冷 了 空调 设置 成 制热 吧	4
帮我把床头灯打开一下好吗	HomeAppliance-Control	帮 我 把 床头灯 打开 一下 好 吗	4
十分钟之后把空调调成十八度	HomeAppliance-Control	十分钟 之后 把 空调 调 成 十八 度	4
天然气警报器打开	HomeAppliance-Control	天然气 警报器 打开	4
帮我把卧室的灯来个浪漫模式吧	HomeAppliance-Control	帮 我 把 卧室 的 灯来 个 浪漫 模式 吧	4
把客厅空调温度设为二十度	HomeAppliance-Control	把 客厅 空调 温度 设 为 二十度	4
洗碗机现在是在进行消毒吗	HomeAppliance-Control	洗碗机 现在 是 在 进行 消毒 吗	4
热水器加热到七十五度就自动关机	HomeAppliance-Control	热水器 加热 到 七十五 度 就 自动关机	4
暖风再调高2度西屋空调的	HomeAppliance-Control	暖风 再 调高 2 度 西屋 空调 的	4
帮我看看空调是多少度	HomeAppliance-Control	帮 我 看看 空调 是 多少度	4
可不可以把冷冻室湿度调为零下15度呢	HomeAppliance-Control	可不可以 把 冷冻室 湿度 调 为 零下 15 度 呢	4
晚上七点打开电脑	HomeAppliance-Control	晚上 七点 打开 电脑	4
打开客厅摄像头我看一下	HomeAppliance-Control	打开 客厅 摄像头 我 看 一下	4
现在将客厅的灯开启日常模式吧	HomeAppliance-Control	现在 将 客厅 的 灯 开启 日常 模式 吧	4
阳光太刺眼了，帮我把窗帘关上吧	HomeAppliance-Control	阳光 太 刺眼 了 ， 帮 我 把 窗帘 关上 吧	4
把电磁炉先预热到三百度	HomeAppliance-Control	把 电磁炉 先 预热 到 三 百度	4
打开智能声控灯	HomeAppliance-Control	打开 智能 声控 灯	4
打开智能机器人，让它给我讲故事	HomeAppliance-Control	打开 智能 机器人 ， 让 它 给 我 讲故事	4
请你帮我把空调的温度调低亮度	HomeAppliance-Control	请 你 帮 我 把 空调 的 温度 调低 亮度	4
我现在需要查资料，帮我打开电脑。	HomeAppliance-Control	我 现在 需要 查资料 ， 帮 我 打开 电脑 。	4
空调风速调小两个格呀	HomeAppliance-Control	空调 风速 调小 两个 格 呀	4
请帮我空调调成26吧太高了温度	HomeAppliance-Control	请 帮 我 空调 调成 26 吧 太 高 了 温度	4
把热水器水温调到30度。	HomeAppliance-Control	把 热水器 水温 调到 30 度 。	4
关上客厅大灯	HomeAppliance-Control	关上 客厅 大灯	4
请将空气净化器调到自动模式	HomeAppliance-Control	请 将 空气 净化器 调 到 自动 模式	4
洗碗机的消毒模式切换一下	HomeAppliance-Control	洗碗机 的 消毒 模式 切换 一下	4
帮忙说下现在空调设置的度数吧	HomeAppliance-Control	帮忙 说 下 现在 空调 设置 的 度数 吧	4
给我把太阳能的加热模式打开。	HomeAppliance-Control	给 我 把 太阳能 的 加热 模式 打开 。	4
把空调温度调高一点吧	HomeAppliance-Control	把 空调 温度 调 高 一点 吧	4
快把灯关了	HomeAppliance-Control	快 把 灯关 了	4
关闭密码箱自动锁	HomeAppliance-Control	关闭 密码箱 自动 锁	4
洗衣机设置为单烘干好吗	HomeAppliance-Control	洗衣机 设置 为单 烘干 好 吗	4
儿童房的空调风速低点低点	HomeAppliance-Control	儿童房 的 空调 风速 低点 低点	4
准备睡觉了，帮我把投影仪关掉吧	HomeAppliance-Control	准备 睡觉 了 ， 帮 我 把 投影仪 关掉 吧	4
帮我把台灯调成温馨模式吧	HomeAppliance-Control	帮 我 把 台灯 调 成 温馨 模式 吧	4
想做点蛋糕试试，帮我切换到烘焙模式吧	HomeAppliance-Control	想 做点 蛋糕 试试 ， 帮 我 切换 到 烘焙 模式 吧	4
今天下雪了好冷呀，把中央空调设置为加热模式吧	HomeAppliance-Control	今天 下雪 了 好 冷 呀 ， 把 中央空调 设置 为 加热 模式 吧	4
我要你关闭水浸传感器啊	HomeAppliance-Control	我要 你 关闭 水浸 传感器 啊	4
房间有点脏了，扫地机器人工作啦	HomeAppliance-Control	房间 有点 脏 了 ， 扫地 机器人 工作 啦	4
