x	y	cut_x	y_label_idx
随便放一首今年元宵晚会上的歌	Music-Play	随便 放 一首 今年 元宵 晚会 上 的 歌	5
播放陶笛演奏的女儿情。	Music-Play	播放 陶笛 演奏 的 女儿 情 。	5
我想听王力宏2010年出的歌呢	Music-Play	我 想 听 王力宏 2010 年 出 的 歌 呢	5
来一首打击乐听听	Music-Play	来 一首 打击乐 听听	5
陈奕迅富士山下单曲循环	Music-Play	陈奕迅 富士山 下 单曲 循环	5
演员给我单曲循环一下吧	Music-Play	演员 给 我 单曲 循环 一下 吧	5
玩乐里的曲子随机一首播放呢	Music-Play	玩乐 里 的 曲子 随机 一首 播放 呢	5
薛之谦丑八怪单曲循环给我听吧	Music-Play	薛之谦 丑八怪 单曲 循环 给 我 听 吧	5
播放张学友1922年专辑真情流露里的歌曲	Music-Play	播放 张学友 1922 年 专辑 真情流露 里 的 歌曲	5
阿拉伯语的歌曲随机来一首可以吗	Music-Play	阿拉伯语 的 歌曲 随机 来 一首 可以 吗	5
给我随机放一首望里的歌儿	Music-Play	给 我 随机 放 一首 望里 的 歌儿	5
播放还珠格格主题曲雨蝶	Music-Play	播放 还珠格格 主题曲 雨蝶	5
挨着个儿播放专辑生而为人里的歌曲	Music-Play	挨着 个儿 播放 专辑 生而为 人里 的 歌曲	5
麻烦播放大欢演唱的三生石下	Music-Play	麻烦 播放 大欢 演唱 的 三生石 下	5
随机来一首德语歌吧	Music-Play	随机 来 一首 德语 歌 吧	5
给我随机放一首钢琴曲	Music-Play	给 我 随机 放 一首 钢琴曲	5
请帮我播放肖战的光点	Music-Play	请 帮 我 播放 肖战 的 光点	5
播放一下小魂的专辑关山酒	Music-Play	播放 一下 小魂 的 专辑 关山 酒	5
法语比较浪漫的歌曲是不是能来一首啊	Music-Play	法语 比较 浪漫 的 歌曲 是不是 能 来 一首 啊	5
你可以播放一下专辑初爱里的歌曲吗	Music-Play	你 可以 播放 一下 专辑 初爱里 的 歌曲 吗	5
随机播放毛不易专辑小王里的中文歌。	Music-Play	随机 播放 毛 不易 专辑 小王里 的 中文 歌 。	5
何日君再来邓丽君唱的播放	Music-Play	何日 君 再 来 邓丽君 唱 的 播放	5
随机播放抖音比较火的古风歌曲	Music-Play	随机 播放 抖音 比较 火 的 古风 歌曲	5
周杰伦最新的歌曲来一首吧	Music-Play	周杰伦 最新 的 歌曲 来 一首 吧	5
有欢快的德语歌曲吗，来首吧	Music-Play	有 欢快 的 德语 歌曲 吗 ， 来首 吧	5
能不能把去年最治愈的歌曲单曲循环一下呢	Music-Play	能 不能 把 去年 最 治愈 的 歌曲 单曲 循环 一下 呢	5
跨国山海开始单曲循环	Music-Play	跨国 山海 开始 单曲 循环	5
有抖音歌曲吗，随机来一个吧	Music-Play	有 抖音 歌曲 吗 ， 随机 来 一个 吧	5
可以播放一下90年代的古典音乐给我听吗	Music-Play	可以 播放 一下 90 年代 的 古典音乐 给 我 听 吗	5
找到晏景晟的瑶族舞曲	Music-Play	找到 晏景晟 的 瑶族 舞曲	5
周杰伦的2006年的歌曲播放一下吧	Music-Play	周杰伦 的 2006 年 的 歌曲 播放 一下 吧	5
天外来物里面的迟迟给我播放	Music-Play	天 外来 物 里面 的 迟迟 给 我 播放	5
卢炎的流浪随机播放里面的歌	Music-Play	卢炎 的 流浪 随机 播放 里面 的 歌	5
想听越南语的歌 随便放一首啊	Music-Play	想 听 越南语 的 歌   随便 放 一首 啊	5
播放英文版的我和你吻别	Music-Play	播放 英文版 的 我 和 你 吻别	5
唱一首90年代的法语情歌吧	Music-Play	唱 一首 90 年代 的 法语 情歌 吧	5
给我放一下林俊杰爱不会绝迹	Music-Play	给 我 放 一下 林俊杰 爱 不会 绝迹	5
放一首宝宝的亲亲猪猪宝贝	Music-Play	放 一首 宝宝 的 亲亲 猪猪 宝贝	5
播放英文歌曲more than this	Music-Play	播放 英文歌曲 more   than   this	5
帮我放凤凰传奇的荷塘月色。	Music-Play	帮 我 放 凤凰 传奇 的 荷塘月色 。	5
让我听听励志哥儿咸鱼	Music-Play	让 我 听听 励志 哥儿 咸鱼	5
1986年的粤语专辑遥远的她Amour播放吧	Music-Play	1986 年 的 粤语 专辑 遥远 的 她 Amour 播放 吧	5
是不是能随机来一首莫文蔚的歌呢	Music-Play	是不是 能 随机 来 一首 莫文蔚 的 歌 呢	5
继续播放昨天听的披头士的乡村音乐	Music-Play	继续 播放 昨天 听 的 披头士 的 乡村音乐	5
接下来呢我要听宿羽阳的暗恋是一个人的事	Music-Play	接下来 呢 我 要 听 宿羽阳 的 暗恋 是 一个 人 的 事	5
听后能让人快乐的歌曲随机来一首吧	Music-Play	听后 能 让 人 快乐 的 歌曲 随机 来 一首 吧	5
适合运动时候听的钢琴曲放一首吧	Music-Play	适合 运动 时候 听 的 钢琴曲 放 一首 吧	5
随机播放一首小提琴曲。	Music-Play	随机 播放 一首 小提琴曲 。	5
放一首摇滚浪子回头拯救我	Music-Play	放 一首 摇滚 浪子回头 拯救 我	5
龚琳娜的摇滚歌曲忐忑唱一曲	Music-Play	龚 琳娜 的 摇滚歌曲 忐忑 唱 一曲	5
能随机放一首葫芦丝歌曲吗	Music-Play	能 随机 放 一首 葫芦丝 歌曲 吗	5
按顺序播放专辑侧脸里的歌	Music-Play	按 顺序 播放 专辑 侧 脸里 的 歌	5
我要听邓丽君唱的夜上海。	Music-Play	我要 听 邓丽君 唱 的 夜 上海 。	5
有没有悲伤的古典音乐啊，听一首呢	Music-Play	有没有 悲伤 的 古典音乐 啊 ， 听 一首 呢	5
莫扎特的钢琴曲能不能来一首啊	Music-Play	莫扎特 的 钢琴曲 能 不能 来 一首 啊	5
随机播放一首手风琴演奏的意大利语歌	Music-Play	随机 播放 一首 手风琴 演奏 的 意大利语 歌	5
播放中国国乐团演奏的丝竹音乐欢乐歌	Music-Play	播放 中国 国乐团 演奏 的 丝竹 音乐 欢乐 歌	5
我想要听发布于2009年欢快的歌曲	Music-Play	我 想要 听 发布 于 2009 年 欢快 的 歌曲	5
我要听漫动作里面的歌，随机播放就可以	Music-Play	我要 听漫 动作 里面 的 歌 ， 随机 播放 就 可以	5
我想听一个2015年的电视剧金曲呢	Music-Play	我 想 听 一个 2015 年 的 电视剧 金曲 呢	5
单曲循环大鱼的钢琴版	Music-Play	单曲 循环 大鱼 的 钢琴 版	5
给我播放王赫野的大风吹	Music-Play	给 我 播放 王赫野 的 大风 吹	5
我要听盖世英雄专辑里面的歌曲呢，随机来一首呗	Music-Play	我要 听 盖世英雄 专辑 里面 的 歌曲 呢 ， 随机 来 一首 呗	5
MC Solaar唱的Non Merci播放一下	Music-Play	MC   Solaar 唱 的 Non   Merci 播放 一下	5
催眠一点的钢琴曲来一首呢	Music-Play	催眠 一点 的 钢琴曲 来 一首 呢	5
肯定句里面的歌曲随机来一首呢	Music-Play	肯定句 里面 的 歌曲 随机 来 一首 呢	5
单曲循环张碧晨的不要忘记我爱你	Music-Play	单曲 循环 张碧晨 的 不要 忘记 我爱你	5
找一下孙燕姿的逆光	Music-Play	找 一下 孙燕姿 的 逆光	5
放一下李谷一老师的难忘今宵	Music-Play	放 一下 李谷一 老师 的 难忘 今宵	5
古筝弹奏的歌曲可以随机来一首吗	Music-Play	古筝 弹奏 的 歌曲 可以 随机 来 一首 吗	5
你能给我来一首上世纪的人气古筝曲吗	Music-Play	你 能 给 我 来 一首 上 世纪 的 人气 古筝曲 吗	5
听一首高明骏的《我独自在风雨中》	Music-Play	听 一首 高明骏 的 《 我 独自 在 风雨 中 》	5
播一个德语歌给我可以不	Music-Play	播 一个 德语 歌给 我 可以 不	5
顺序播放周润发的歌	Music-Play	顺序 播放 周润发 的 歌	5
是不是能播放杨宗纬和张碧晨的凉凉啊	Music-Play	是不是 能 播放 杨宗纬 和 张碧晨 的 凉凉 啊	5
找一首专辑生如夏花里的歌播放	Music-Play	找 一首 专辑 生如夏 花里 的 歌 播放	5
我要听乔玲儿的深情败给时间	Music-Play	我要 听 乔玲儿 的 深情 败给 时间	5
近5年的英语歌给我顺序播放一下吧	Music-Play	近 5 年 的 英语歌 给 我 顺序 播放 一下 吧	5
经典的英文歌曲来一首	Music-Play	经典 的 英文歌曲 来 一首	5
放一首周杰伦告白气球听听	Music-Play	放 一首 周杰伦 告白 气球 听听	5
广西那边的经典歌可以随机放一首不	Music-Play	广西 那边 的 经典 歌 可以 随机 放 一首 不	5
有氛围的浪漫歌给我唱一首可以吗	Music-Play	有 氛围 的 浪漫 歌给 我 唱 一首 可以 吗	5
我要跳舞了播放舞曲干就完了	Music-Play	我要 跳舞 了 播放 舞曲 干 就 完 了	5
我想听一会胡彦斌2014年发的歌曲呢	Music-Play	我 想 听 一会 胡彦斌 2014 年发 的 歌曲 呢	5
挨着个古代中国风专辑第三十八年夏里的歌曲	Music-Play	挨着 个 古代 中国 风 专辑 第三 十八年 夏里 的 歌曲	5
我需要听一下过去现在时里面所有的歌，顺序播放一下吧	Music-Play	我 需要 听 一下 过去 现在 时 里面 所有 的 歌 ， 顺序 播放 一下 吧	5
随机播放一首2014年的俄语歌曲呢	Music-Play	随机 播放 一首 2014 年 的 俄语 歌曲 呢	5
给我单曲循环张远的嘉宾。	Music-Play	给 我 单曲 循环 张远 的 嘉宾 。	5
我想听能让人平静下来的钢琴演奏曲	Music-Play	我 想 听 能 让 人 平静下来 的 钢琴演奏 曲	5
你是不是能播放一下与荒野里面的金黄色呢	Music-Play	你 是不是 能 播放 一下 与 荒野 里面 的 金黄色 呢	5
立刻播放曾轶可的可能的夜晚	Music-Play	立刻 播放 曾 轶 可 的 可能 的 夜晚	5
就放一首林俊杰的就是我吧	Music-Play	就 放 一首 林俊杰 的 就是 我 吧	5
欢快的英文歌可以播放一个吗	Music-Play	欢快 的 英文歌 可以 播放 一个 吗	5
随机来一首古风音乐可以吗	Music-Play	随机 来 一首 古风 音乐 可以 吗	5
小孩这首歌可以一直循环下去吗	Music-Play	小孩 这 首歌 可以 一直 循环 下去 吗	5
现在听摇滚版本的日不落	Music-Play	现在 听 摇滚 版本 的 日不落	5
2014年发行的民谣歌曲来一首吧	Music-Play	2014 年 发行 的 民谣 歌曲 来 一首 吧	5
草原骑兵播放，笙演奏的那首	Music-Play	草原 骑兵 播放 ， 笙 演奏 的 那首	5
给我随机找一首许嵩的歌播放	Music-Play	给 我 随机 找 一首 许嵩 的 歌 播放	5
马上给我播放日语版踏山河	Music-Play	马上 给 我 播放 日语 版踏 山河	5
给我播放一首巴乌名曲月亮街	Music-Play	给 我 播放 一首 巴乌 名曲 月亮 街	5
我想听首最新的摇滚乐呢	Music-Play	我想 听首 最新 的 摇滚乐 呢	5
随机播放一首80年代的爵士乐。	Music-Play	随机 播放 一首 80 年代 的 爵士乐 。	5
来首笛子独奏过雪山草地	Music-Play	来首 笛子 独奏 过 雪山 草地	5
随便播放一首专辑我的麦克风里的歌	Music-Play	随便 播放 一首 专辑 我 的 麦克风 里 的 歌	5
现在我的心情适合听轻快的爵士乐	Music-Play	现在 我 的 心情 适合 听 轻快 的 爵士乐	5
李宗盛的飘洋过海来看你这歌可以单曲循环播放	Music-Play	李宗盛 的 飘洋过海 来看 你 这歌 可以 单曲 循环 播放	5
比较兴奋的舞曲有吗，来一个听听不	Music-Play	比较 兴奋 的 舞曲 有 吗 ， 来 一个 听听 不	5
顺序播放张雨生的专辑听你听我	Music-Play	顺序 播放 张雨生 的 专辑 听 你 听 我	5
随机播放一首85年的歌曲	Music-Play	随机 播放 一首 85 年 的 歌曲	5
我需要随机听一首钢琴曲呢	Music-Play	我 需要 随机 听 一首 钢琴曲 呢	5
那些抖音歌曲随机放一个吧	Music-Play	那些 抖音 歌曲 随机 放 一个 吧	5
单曲循环一个小时大梦想家	Music-Play	单曲 循环 一个 小时 大 梦想家	5
随机一首校园歌曲给我听呗	Music-Play	随机 一首 校园 歌曲 给 我 听 呗	5
你给我随机放一个三旬里的歌曲呢	Music-Play	你 给 我 随机 放 一个 三旬 里 的 歌曲 呢	5
给我立刻播放2020年快手最火爆的歌曲啊	Music-Play	给 我 立刻 播放 2020 年 快 手 最 火爆 的 歌曲 啊	5
随机播放一个搞笑的纯音乐给我吧	Music-Play	随机 播放 一个 搞笑 的 纯音乐 给 我 吧	5
能把今年凤凰传奇唱的海底给我听听吗	Music-Play	能 把 今年 凤凰 传奇 唱 的 海底 给 我 听听 吗	5
高山流水这首古筝曲可以播放不	Music-Play	高山流水 这首 古筝曲 可以 播放 不	5
来单曲循环一首卡农可以吗	Music-Play	来 单曲 循环 一首 卡农 可以 吗	5
古典音乐里最高点击率的来一首呢	Music-Play	古典音乐 里 最高 点击率 的 来 一首 呢	5
我要听绅士里面的演员呢	Music-Play	我要 听 绅士 里面 的 演员 呢	5
2020年有那些治愈系的歌曲，播放一首	Music-Play	2020 年 有 那些 治愈 系 的 歌曲 ， 播放 一首	5
找一首藏语歌听	Music-Play	找 一首 藏语 歌听	5
单曲循环张韶涵的欧若拉	Music-Play	单曲 循环 张韶涵 的 欧若拉	5
能唱一个去年的歌给我听吗	Music-Play	能 唱 一个 去年 的 歌 给 我 听 吗	5
唱一首去年快手最火的歌给我吧	Music-Play	唱 一首 去年 快手 最火 的 歌 给 我 吧	5
播放瞎子阿炳的二胡二泉映月听听	Music-Play	播放 瞎子 阿炳 的 二胡 二泉映月 听听	5
今年抖音最人气的音乐来一首吧	Music-Play	今年 抖音 最 人气 的 音乐 来 一首 吧	5
放一个很开心的法语歌曲呢	Music-Play	放 一个 很 开心 的 法语 歌曲 呢	5
其实莫扎特的小夜曲听着非常享受	Music-Play	其实 莫扎特 的 小夜曲 听 着 非常 享受	5
快点儿给我放戴荃的悟空啊我要听	Music-Play	快点儿 给 我 放 戴荃 的 悟空 啊 我 要 听	5
今年最新的歌曲循环播放一下可否	Music-Play	今年 最新 的 歌曲 循环 播放 一下 可否	5
有浪漫温馨的法语歌曲吗	Music-Play	有 浪漫 温馨 的 法语 歌曲 吗	5
播放黄土高坡，要田震唱的	Music-Play	播放 黄土 高坡 ， 要田震 唱 的	5
播放杜聪的巴乌曲苗语花香	Music-Play	播放 杜聪 的 巴乌 曲 苗语 花香	5
我需要你随机来一首阿拉伯语言的歌曲呢	Music-Play	我 需要 你 随机 来 一首 阿拉伯 语言 的 歌曲 呢	5
你能给我播放一下比较悲伤的英语歌不	Music-Play	你 能 给 我 播放 一下 比较 悲伤 的 英语歌 不	5
找一首KTV唛榜里的歌听	Music-Play	找 一首 KTV 唛 榜 里 的 歌 听	5
找一首七十年代的歌儿播放	Music-Play	找 一首 七十年代 的 歌儿 播放	5
有没有比较伤感的歌曲随机来一首啊	Music-Play	有没有 比较 伤感 的 歌曲 随机 来 一首 啊	5
放苏打绿的我好想你	Music-Play	放 苏打 绿 的 我 好想你	5
找一首专辑死不回头里的歌播放	Music-Play	找 一首 专辑 死 不 回头 里 的 歌 播放	5
找一首2011年的英文情歌播放呢	Music-Play	找 一首 2011 年 的 英文 情歌 播放 呢	5
能把吻别的英文版给我听一下吗	Music-Play	能 把 吻 别的 英文版 给 我 听 一下 吗	5
放一首励志的水手拯救我吧	Music-Play	放 一首 励志 的 水手 拯救 我 吧	5
下一首播放张雨生的大海	Music-Play	下 一首 播放 张雨生 的 大海	5
来一首适合看书的时候听的纯音乐	Music-Play	来 一首 适合 看书 的 时候 听 的 纯音乐	5
我想听70年代的纯音乐	Music-Play	我 想 听 70 年代 的 纯音乐	5
给我放一首九十年代的《过把瘾》	Music-Play	给 我 放 一首 九十年代 的 《 过把瘾 》	5
随机播放Private Corner里面的歌曲呢	Music-Play	随机 播放 Private   Corner 里面 的 歌曲 呢	5
能播放一个2017年的歌曲吧	Music-Play	能 播放 一个 2017 年 的 歌曲 吧	5
你能给我找一个2020年比较火的爵士乐听吗	Music-Play	你 能 给 我 找 一个 2020 年 比较 火 的 爵士乐 听 吗	5
单曲循环刘若英的后来。	Music-Play	单曲 循环 刘若英 的 后来 。	5
我想听专辑鸽子里面的任意一首歌	Music-Play	我 想 听 专辑 鸽子 里面 的 任意 一首歌	5
麻烦继续听那首蛮治愈的永不失联的爱	Music-Play	麻烦 继续 听 那 首蛮 治愈 的 永不 失联 的 爱	5
我想听遇龙的主题曲遇萤	Music-Play	我 想 听 遇龙 的 主题曲 遇萤	5
我想要一首凤凰传奇的2015年的歌曲	Music-Play	我 想要 一首 凤凰 传奇 的 2015 年 的 歌曲	5
适合运动听的歌随机播放一个吧	Music-Play	适合 运动 听的歌 随机 播放 一个 吧	5
单曲循环俄文歌喀秋莎。	Music-Play	单曲 循环 俄文 歌 喀秋莎 。	5
给我找一下范晓萱的《健康歌》	Music-Play	给 我 找 一下 范晓萱 的 《 健康歌 》	5
你能给我来一首治愈的古典音乐吗	Music-Play	你 能 给 我 来 一首 治愈 的 古典音乐 吗	5
有好听的吉他弹唱吗，帮我随机播放	Music-Play	有 好听 的 吉他 弹唱 吗 ， 帮 我 随机 播放	5
我想听青藏高原了，韩红版本的	Music-Play	我 想 听 青藏高原 了 ， 韩红 版本 的	5
能来几首治愈系的2021年新歌吗	Music-Play	能 来 几首 治愈 系 的 2021 年 新歌 吗	5
我要听周深的无所畏惧	Music-Play	我要 听 周深 的 无所畏惧	5
2021年最火的西班牙语歌曲来一首呢	Music-Play	2021 年 最火 的 西班牙语 歌曲 来 一首 呢	5
循环播放徐梓淳的嫌晚。	Music-Play	循环 播放 徐梓淳 的 嫌 晚 。	5
能给我放一首凤凰传奇唱的最炫民族风吗	Music-Play	能 给 我 放 一首 凤凰 传奇 唱 的 最 炫 民族 风 吗	5
点一首邓丽君的月亮代表我的心	Music-Play	点 一首 邓丽君 的 月亮代表 我 的 心	5
放那英的春暖花开	Music-Play	放 那英 的 春暖花开	5
给我单曲循环贾斯汀比伯的baby	Music-Play	给 我 单曲 循环 贾 斯汀 比伯 的 baby	5
我现在想听一首欢快的日语歌	Music-Play	我 现在 想 听 一首 欢快 的 日语 歌	5
麻烦播放大海航行靠舵手，要合唱的	Music-Play	麻烦 播放 大海 航行 靠 舵手 ， 要 合唱 的	5
是不是能给我随机来一首凤凰传奇的歌	Music-Play	是不是 能 给 我 随机 来 一首 凤凰 传奇 的 歌	5
找一首怀旧歌曲听	Music-Play	找 一首 怀旧 歌曲 听	5
你是不是能给我来一首搞笑的日语歌呢	Music-Play	你 是不是 能 给 我 来 一首 搞笑 的 日语 歌 呢	5
能不能随机给我点播一个黄龄的歌曲啊	Music-Play	能 不能 随机 给 我 点播 一个 黄龄 的 歌曲 啊	5
单曲循环播放李健的抚仙湖。	Music-Play	单曲 循环 播放 李健 的 抚仙湖 。	5
有90年代的经典歌曲来一首吧	Music-Play	有 90 年代 的 经典歌曲 来 一首 吧	5
林俊杰的修炼爱情很火，现在放一下	Music-Play	林俊杰 的 修炼 爱情 很火 ， 现在 放 一下	5
我想听一听薛之谦最火的歌曲呢	Music-Play	我 想 听 一 听 薛之谦 最火 的 歌曲 呢	5
播放《潇洒走一回》，叶倩文唱的啊	Music-Play	播放 《 潇洒走 一回 》 ， 叶倩文 唱 的 啊	5
今天上午一直放刘德华的恭喜发财	Music-Play	今天上午 一直 放 刘德华 的 恭喜发财	5
能营造浪漫氛围的歌曲可以随机播放一首不	Music-Play	能 营造 浪漫 氛围 的 歌曲 可以 随机 播放 一首 不	5
运动时候听的音乐随机播放吧	Music-Play	运动 时候 听 的 音乐 随机 播放 吧	5
我有点想听哥哥的歌呢，随机一首就可以	Music-Play	我 有点 想 听 哥哥 的 歌 呢 ， 随机 一首 就 可以	5
找一首TFboys的宠爱听一听	Music-Play	找 一首 TFboys 的 宠爱 听 一 听	5
播放出山，花粥、王胜男合唱的啊	Music-Play	播放 出山 ， 花粥 、 王胜 男 合唱 的 啊	5
是不是能随机放一首古典乐啊	Music-Play	是不是 能 随机 放 一首 古典 乐 啊	5
伤感的英文歌曲可以来一首吗	Music-Play	伤感 的 英文歌曲 可以 来 一首 吗	5
我需要一首90年代的舞曲听一会	Music-Play	我 需要 一首 90 年代 的 舞曲 听 一会	5
麻烦播放一首专辑英雄本色里的歌	Music-Play	麻烦 播放 一首 专辑 英雄本色 里 的 歌	5
顺序播放林海的钢琴曲吧	Music-Play	顺序 播放 林海 的 钢琴曲 吧	5
播一下张国荣的一切随风这张专辑	Music-Play	播 一下 张国荣 的 一切 随风 这张 专辑	5
阿冗的专辑与我无关播放	Music-Play	阿冗 的 专辑 与我无关 播放	5
我要听那英的烟嗓山不转水转	Music-Play	我要 听 那英 的 烟 嗓 山不转 水转	5
播放阿宝的民歌走西口	Music-Play	播放 阿宝 的 民歌 走 西口	5
你给我播放一首80年代的古典音乐可以吗	Music-Play	你 给 我 播放 一首 80 年代 的 古典音乐 可以 吗	5
我能随机听一首莫文蔚的歌曲不	Music-Play	我能 随机 听 一首 莫文蔚 的 歌曲 不	5
播放古琴曲梅花三弄	Music-Play	播放 古琴曲 梅花三弄	5
2019年陈鸿宇的专辑三旬里的歌曲随机来一个啊	Music-Play	2019 年 陈鸿宇 的 专辑 三旬 里 的 歌曲 随机 来 一个 啊	5
播放埙演奏的走西口	Music-Play	播放 埙 演奏 的 走 西口	5
我想听90年代的治愈老歌	Music-Play	我 想 听 90 年代 的 治愈 老歌	5
播放李克勤唱的红日	Music-Play	播放 李克勤 唱 的 红日	5
立刻播放童安格的《其实你不懂我的心》	Music-Play	立刻 播放 童安格 的 《 其实 你 不 懂 我 的 心 》	5
我要听一下王菲与那英合唱的相约九八	Music-Play	我要 听 一下 王菲 与 那英 合唱 的 相约 九八	5
我想听魏晨的花开那年	Music-Play	我 想 听 魏晨 的 花开 那年	5
能不能给我单曲循环一下张学友的吻别呢	Music-Play	能 不能 给 我 单曲 循环 一下 张学友 的 吻别 呢	5
随机播放2019未LIVE巡回演唱会上海站LIVE专辑内的歌曲呢	Music-Play	随机 播放 2019 未 LIVE 巡回演唱 会 上海站 LIVE 专辑 内 的 歌曲 呢	5
时不知归内的歌随机一首给我听听就可以	Music-Play	时 不知 归内 的 歌 随机 一首 给 我 听听 就 可以	5
能来一首21世纪的英语歌曲不	Music-Play	能 来 一首 21 世纪 的 英语 歌曲 不	5
莫文蔚的歌是否可以随机播放一个	Music-Play	莫文蔚 的 歌 是否 可以 随机 播放 一个	5
致爱丽丝这首钢琴曲能不能单曲循环给我	Music-Play	致 爱丽丝 这首 钢琴曲 能 不能 单曲 循环 给 我	5
我要听二胡名曲不屈的苏武	Music-Play	我要 听 二胡 名曲 不屈 的 苏武	5
随机给我来一首二胡曲子可以不	Music-Play	随机 给 我 来 一首 二胡曲 子 可以 不	5
开始播放可可托海的牧羊人，王琪的	Music-Play	开始 播放 可可托海 的 牧羊人 ， 王琪 的	5
是不是能随机播放一下周杰伦的歌曲	Music-Play	是不是 能 随机 播放 一下 周杰伦 的 歌曲	5
播放张卫的机器铃砍菜刀	Music-Play	播放 张卫 的 机器 铃 砍 菜刀	5
我想听一下柯南的日语版主题曲	Music-Play	我 想 听 一下 柯南 的 日语 版 主题曲	5
放一首我心旋律的歌儿，中国早晨五点钟就行	Music-Play	放 一首 我心 旋律 的 歌儿 ， 中国 早晨 五点钟 就行	5
韩文歌曲郑容和唱的可以播放一下	Music-Play	韩文 歌曲 郑容 和 唱 的 可以 播放 一下	5
单曲循环一首英文歌吧	Music-Play	单曲 循环 一首 英文歌 吧	5
女儿情古筝曲放一下呢	Music-Play	女儿 情 古筝曲 放 一下 呢	5
我想听陈亦洺唱的何以歌	Music-Play	我 想 听 陈 亦 洺 唱 的 何以 歌	5
张远唱的嘉宾播放一下	Music-Play	张远 唱 的 嘉宾 播放 一下	5
帮我播放吾恩演唱的煮酒听雨	Music-Play	帮 我 播放 吾 恩 演唱 的 煮 酒 听 雨	5
播放周笔畅的岁月神偷	Music-Play	播放 周笔畅 的 岁月 神偷	5
不完美人生指南里的歌可以随机来一首不	Music-Play	不 完美 人生 指南 里 的 歌 可以 随机 来 一首 不	5
找一首专辑我对天空说里的歌播放	Music-Play	找 一首 专辑 我 对 天空 说里 的 歌 播放	5
2019年的火爆爵士乐随机播一个吧	Music-Play	2019 年 的 火爆 爵士乐 随机 播 一个 吧	5
能给我放一个15年的陈小春的专辑里的歌吗	Music-Play	能 给 我 放 一个 15 年 的 陈小春 的 专辑 里 的 歌 吗	5
能播放2011年的林俊杰的歌不	Music-Play	能 播放 2011 年 的 林俊杰 的 歌 不	5
有没有好听的新歌，随便放一首	Music-Play	有没有 好听 的 新歌 ， 随便 放 一首	5
按列表循环一下李荣浩的歌曲呢	Music-Play	按 列表 循环 一下 李荣浩 的 歌曲 呢	5
山鬼给我循环播放，WINKY诗的	Music-Play	山鬼 给 我 循环 播放 ， WINKY 诗 的	5
我想听古代中国风歌儿狐言，河图、洛天依唱的	Music-Play	我 想 听 古代 中国 风 歌儿 狐言 ， 河图 、 洛天 依唱 的	5
能不能立刻播放一下张学友的真爱内的歌	Music-Play	能 不能 立刻 播放 一下 张学友 的 真爱内 的 歌	5
需要你播放一首比较适合睡觉的日语歌呢	Music-Play	需要 你 播放 一首 比较 适合 睡觉 的 日语 歌 呢	5
90年代邓丽君的歌来一首	Music-Play	90 年代 邓丽君 的 歌来 一首	5
还是听听我们的时光这首民谣歌吧	Music-Play	还是 听听 我们 的 时光 这首 民谣 歌 吧	5
林俊杰的100天可以顺序播放一下不	Music-Play	林俊杰 的 100 天 可以 顺序 播放 一下 不	5
给我来一首龚琳娜的忐忑。	Music-Play	给 我 来 一首 龚 琳娜 的 忐忑 。	5
我需要你唱一首比较搞笑的流行音乐	Music-Play	我 需要 你 唱 一首 比较 搞笑 的 流行音乐	5
听巴赫旧约，汪苏泷版本的	Music-Play	听 巴赫 旧约 ， 汪苏 泷 版本 的	5
《你走你的路》循环播放，陈淑桦的	Music-Play	《 你 走 你 的 路 》 循环 播放 ， 陈淑桦 的	5
放一首丝竹名曲三六欣赏一下	Music-Play	放 一首 丝竹 名曲 三 六 欣赏 一下	5
循环播放小鬼出的单曲。	Music-Play	循环 播放 小鬼 出 的 单曲 。	5
你可以立刻播放REVISIT里面的歌曲给我么	Music-Play	你 可以 立刻 播放 REVISIT 里面 的 歌曲 给 我 么	5
听一首90年代的日文歌	Music-Play	听 一首 90 年代 的 日文 歌	5
2021年抖音最火爆的歌曲来一首	Music-Play	2021 年 抖音 最 火爆 的 歌曲 来 一首	5
我打算听首邓丽君的月亮代表我的心这首歌	Music-Play	我 打算 听首 邓丽君 的 月亮代表 我 的 心 这 首歌	5
随机播放邓紫棋专辑倒数中的一首歌	Music-Play	随机 播放 邓紫棋 专辑 倒数 中 的 一首歌	5
能来一首经典的法语歌曲么	Music-Play	能 来 一首 经典 的 法语 歌曲 么	5
睡觉前我希望听几首古风音乐，要顺序播放哦	Music-Play	睡觉 前 我 希望 听 几首 古风 音乐 ， 要 顺序 播放 哦	5
我就爱听我们的时光这首流行歌	Music-Play	我 就 爱 听 我们 的 时光 这首 流行歌	5
放一首金足印象循环着放	Music-Play	放 一首 金足 印象 循环 着 放	5
来首摇滚吧，零点乐队的爱不爱我	Music-Play	来首 摇滚 吧 ， 零点乐队 的 爱不爱 我	5
许嵩唱过的治愈系歌曲给我播放一下	Music-Play	许嵩 唱 过 的 治愈 系 歌曲 给 我 播放 一下	5
点开最近凤凰传奇新出的瞄着你就是爱	Music-Play	点开 最近 凤凰 传奇 新出 的 瞄着 你 就是 爱	5
我要听甜蜜爱情的钢琴曲呢	Music-Play	我要 听 甜蜜 爱情 的 钢琴曲 呢	5
钢琴弹奏的歌曲可以随机来一首吗	Music-Play	钢琴 弹奏 的 歌曲 可以 随机 来 一首 吗	5
播放2014年的专辑王者丑生	Music-Play	播放 2014 年 的 专辑 王者 丑生	5
随机来影视金曲就行	Music-Play	随机 来 影视 金曲 就行	5
